Time,Coherence
0.0,0.0
0.01002004008016032,0.06291618610288617
0.02004008016032064,0.125583074898612
0.03006012024048096,0.18775235688857972
0.04008016032064128,0.24917769427725217
0.0501002004008016,0.3096156970540306
0.06012024048096192,0.3688268873949135
0.07014028056112225,0.42657664856261784
0.08016032064128256,0.48263615454526954
0.09018036072144288,0.5367832767500869
0.1002004008016032,0.5888034641594024
0.11022044088176353,0.6384905934615152
0.12024048096192384,0.6856477857878411
0.13026052104208416,0.7300881868201455
0.1402805611222445,0.7716357071767809
0.1503006012024048,0.8101257201442467
0.16032064128256512,0.8454057139893991
0.17034068136272545,0.8773358962676062
0.18036072144288576,0.9057897477323569
0.1903807615230461,0.9306545236515261
0.2004008016032064,0.9518317005438962
0.21042084168336672,0.9692373665657978
0.22044088176352705,0.9828025540010144
0.23046092184368736,0.992473512536499
0.24048096192384769,0.998211922241088
0.250501002004008,0.9999950454033061
0.2605210420841683,0.9978158166266278
0.27054108216432865,0.9916828708252043
0.280561122244489,0.9816205090091248
0.2905811623246493,0.9676686019947848
0.3006012024048096,0.9498824324218972
0.3106212424849699,0.9283324757031317
0.32064128256513025,0.9031041207743439
0.3306613226452906,0.874297331751883
0.3406813627254509,0.8420262518376188
0.3507014028056112,0.8064187510411646
0.3607214428857715,0.767615919511385
0.37074148296593185,0.7257715084848019
0.3807615230460922,0.6810513210660664
0.3907815631262525,0.633632555254449
0.4008016032064128,0.5837031018195269
0.4108216432865731,0.5314607998081387
0.42084168336673344,0.47711265263256947
0.4308617234468938,0.4208740078461168
0.4408817635270541,0.36296770385606475
0.45090180360721444,0.30362318695511703
0.4609218436873747,0.2430756021699285
0.47094188376753504,0.18156486152913387
0.48096192384769537,0.11933469344275102
0.4909819639278557,0.05663167695965502
0.501002004008016,-0.006295735270235435
0.5110220440881763,-0.06919820145767352
0.5210420841683366,-0.13182647865890226
0.531062124248497,-0.19393241036880776
0.5410821643286573,-0.25526990980920117
0.5511022044088176,-0.31559593501607375
0.561122244488978,-0.3746714518621626
0.5711422845691383,-0.43226238119898436
0.5811623246492986,-0.48814052636539523
0.5911823647294588,-0.542084477387556
0.6012024048096192,-0.5938804882875184
0.6112224448897795,-0.6433233240242081
0.6212424849699398,-0.6902170737109197
0.6312625250501002,-0.7343759268870446
0.6412825651302605,-0.775624909768156
0.6513026052104208,-0.8138005785571593
0.6613226452905812,-0.8487516670693468
0.6713426853707415,-0.8803396861052282
0.6813627254509018,-0.9084394721961954
0.6913827655310621,-0.9329396835486949
0.7014028056112224,-0.953743241221784
0.7114228456913827,-0.9707677137899661
0.721442885771543,-0.9839456439671285
0.7314629258517034,-0.9932248158973743
0.7414829659318637,-0.9985684620536465
0.751503006012024,-0.9999554089243304
0.7615230460921844,-0.9973801609105755
0.7715430861723447,-0.9908529221018992
0.781563126252505,-0.9803995558437936
0.7915831663326653,-0.966061482257539
0.8016032064128256,-0.9478955141182946
0.8116232464929859,-0.9259736317417723
0.8216432865731462,-0.9003826977714803
0.8316633266533066,-0.8712241129966534
0.8416833667334669,-0.8386134145646505
0.8517034068136272,-0.8026798181798438
0.8617234468937875,-0.7635657061029868
0.8717434869739479,-0.7214260629797911
0.8817635270541082,-0.6764278617341751
0.8917835671342685,-0.6287494019594931
0.9018036072144289,-0.5785796034292977
0.9118236472945891,-0.5261172575270022
0.9218436873747494,-0.47157023956054767
0.9318637274549098,-0.415154685083199
0.9418837675350701,-0.3570941334841726
0.9519038076152304,-0.2976186422425114
0.9619238476953907,-0.23696387535387284
0.9719438877755511,-0.17537016954221463
0.9819639278557114,-0.11308158195638733
0.9919839679358717,-0.05034492312502936
1.002004008016032,0.012591220998455815
1.0120240480961924,0.07547747402581531
1.0220440881763526,0.13806465725585365
1.032064128256513,0.20010477701304494
1.0420841683366733,0.261352007290606
1.0521042084168337,0.321563663804496
1.062124248496994,0.3805011655987081
1.0721442885771542,0.43793098039167605
1.0821643286573146,0.4936255499179474
1.0921843687374748,0.5473641915985782
1.1022044088176353,0.5989339729675186
1.1122244488977955,0.6481305553891552
1.122244488977956,0.6947590037239204
1.1322645290581161,0.7386345587337375
1.1422845691382766,0.779583369166782
1.1523046092184368,0.8174431806207317
1.1623246492985972,0.8520639784550064
1.1723446893787575,0.8833085822045055
1.1823647294589177,0.91105318913959
